username,timestamp,text,team,sentiment,sentiment_score,context_sentiment,context_modifiers,vader_scores,emoji_sentiment
CharlotteVibe,2024-11-09T13:54:05.000Z,Pre Game Hangout: Carolina Panthers vs NY Giants Feat. Panthers Nation Podcast Live In Germany,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-09T13:46:38.000Z,#nfl #Saints The 2024 NFL season continues with 13 games lined up for Sunday and Monday featuring teams like the struggling New York Giants and the revitalized Carolina Panthers. The Giants on a four-game losing streak face the Panthers who just broke,Carolina Panthers,negative,-0.41447999999999996,0.0,{},"{'neg': 0.156, 'neu': 0.797, 'pos': 0.047, 'compound': -0.6908}",0
Ben Fawkes,2024-11-09T13:45:00.000Z,The Carolina Panthers (+6.5 vs. NY Giants) will be underdogs in their 30th straight game on Sunday,Carolina Panthers,positive,0.13577999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0
NFL Digest,2024-11-09T13:43:33.000Z,#nfl #Saints The 2024 NFL season continues with 13 games lined up for Sunday and Monday featuring teams like the struggling New York Giants and the revitalized Carolina Panthers. The Giants on a four-game losing streak face the...,Carolina Panthers,negative,-0.26424,0.0,{},"{'neg': 0.115, 'neu': 0.832, 'pos': 0.053, 'compound': -0.4404}",0
QWIKET NFL,2024-11-09T13:37:19.000Z,#nfl #KeepPounding The Carolina Panthers are set to face the New York Giants in an international game in Munich Germany marking a significant opportunity for the franchise. With the Giants on a four-game losing streak analysts suggest the Panthers,Carolina Panthers,positive,0.15,0.0,{},"{'neg': 0.055, 'neu': 0.847, 'pos': 0.097, 'compound': 0.25}",0
Carolina Panthers On SI,2024-11-09T13:34:09.000Z,Panthers OC Brad Idzik answers questions on suddenly-crowded running back room,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-09T11:58:49.000Z,#nfl #KeepPounding The upcoming NFL game in Munich features a matchup between two struggling teams the New York Giants and the Carolina Panthers both sitting at 2-7. This article provides insights into daily fantasy football picks for this showdown,Carolina Panthers,negative,-0.25289999999999996,0.0,{},"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.4215}",0
Uni Watch,2024-11-09T06:40:19.000Z,ICYMI: Carolina Panthers to Debut New Uniform Combo for Sunday’s Game in Germany,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Roger Kelly,2024-11-09T05:01:20.000Z,New York Giants’ misfiring offense takes on the Carolina Panthers’ troubled defense in GermanyNew York Giants’ misfiring offense takes on the Carolina Panthers’ troubled defense in Germany,Carolina Panthers,negative,-0.47435999999999995,0.0,{},"{'neg': 0.263, 'neu': 0.658, 'pos': 0.079, 'compound': -0.7906}",0
QWIKET NFL,2024-11-09T04:32:09.000Z,#nfl #KeepPounding The Carolina Panthers are navigating a complex running back situation as they prepare for Week 10. Chuba Hubbard has emerged as a top performer ranking as RB7 with impressive stats while Miles Sanders struggles in his role. Rookie,Carolina Panthers,positive,0.22907999999999998,0.0,{},"{'neg': 0.056, 'neu': 0.83, 'pos': 0.114, 'compound': 0.3818}",0
Uni Watch,2024-11-09T01:40:37.000Z,Carolina Panthers to Debut New Uniform Combo for Sunday’s Game in Germany,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Patricia Traina,2024-11-08T23:34:58.000Z,ICYMI: New York Giants vs. Carolina Panthers: 3 Key Matchups (Big Blue Breakdown Podcast),Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Blitz,2024-11-08T23:09:33.000Z,Carolina Panthers Takeover Munich (Photos),Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers cause depression,2024-11-08T22:52:18.000Z,ALERT TO MY FELLOW BLACKS : the Jamie Foxx Show is on Hulu,Carolina Panthers,positive,0.17759999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",0
Big Ben,2024-11-08T22:23:02.000Z,Julio Jones vs. the 15-0 Carolina Panthers,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
CharlotteVibe,2024-11-08T22:07:45.000Z,Final Injury Report: Carolina Panthers vs. NY Giants + Exclusive Behind-the-Scenes Germany Action!,Carolina Panthers,negative,-0.22812,0.0,{},"{'neg': 0.176, 'neu': 0.739, 'pos': 0.085, 'compound': -0.3802}",0
Marc Sandoval,2024-11-08T21:43:49.000Z,Carolina Panthers need a 4th jersey color,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers cause depression,2024-11-08T21:32:36.000Z,It’s November 8 can we please get some cool weather,Carolina Panthers,positive,0.33444,0.0,{},"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.5574}",0
QWIKET NFL,2024-11-08T21:21:45.000Z,#nfl #KeepPounding The matchup between the New York Giants and the Carolina Panthers in Germany features two struggling teams each with a 2-7 record. The Giants possess the NFL's worst offense while the Panthers have the league's worst defense.,Carolina Panthers,negative,-0.546,0.0,{},"{'neg': 0.248, 'neu': 0.724, 'pos': 0.029, 'compound': -0.91}",0
NFL Digest,2024-11-08T21:14:10.000Z,#nfl #KeepPounding The matchup between the New York Giants and the Carolina Panthers in Germany features two struggling teams each with a 2-7 record. The Giants possess the NFL's worst offens...,Carolina Panthers,negative,-0.47069999999999995,0.0,{},"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.7845}",0
george gomez,2024-11-08T20:02:07.000Z,Carolina Panthers Mens Bracelet with Football Helmet & Natural by BeadLetsbyNatalie via,Carolina Panthers,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0
WBTV News,2024-11-08T19:35:00.000Z,A pair of Carolina Panthers legends were spotted having some fun ahead of this weekend’s highly anticipated game in Germany.,Carolina Panthers,positive,0.30636,0.0,{},"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5106}",0
Embroidery Trend,2024-11-08T19:31:44.000Z,Go Panthers Football Embroidery Design Carolina Panthers Machine Embroidery Digitized Pes Files #CarolinaPanthersEmbroidery #embroidery #embroiderytrend #EmbroideryDigitizing #digitizing #embroiderydesign #CustomEmbroidery #QualityStitches,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers cause depression,2024-11-08T19:30:07.000Z,I’m only 33 but I’d add: make your core as strong as humanly possible,Carolina Panthers,positive,0.39912,0.0,{},"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6652}",0
SportsRantNY,2024-11-08T18:38:07.000Z,The Battle of Munich between the New York Giants and Carolina Panthers is a game of QB survival while the New York Jets hope to stay hot against the Arizona Cardinals.,Carolina Panthers,neutral,0.04632,0.0,{},"{'neg': 0.066, 'neu': 0.861, 'pos': 0.073, 'compound': 0.0772}",0
QWIKET NFL,2024-11-08T18:30:42.000Z,#nfl #RuleTheJungle Diontae Johnson wide receiver for the Baltimore Ravens sparked intrigue with a cryptic social media post after the team's narrow victory over the Cincinnati Bengals. Despite his recent trade from the Carolina Panthers Johnson has,Carolina Panthers,positive,0.075,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Steve,2024-11-08T18:28:21.000Z,Carolina Panthers Team Review | NFL Trade Deadline,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Esdeath,2024-11-08T18:22:14.000Z,Carolina Panthers Uniforms Are Tuff,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
NFL Digest,2024-11-08T18:19:15.000Z,#nfl #RuleTheJungle Diontae Johnson wide receiver for the Baltimore Ravens sparked intrigue with a cryptic social media post after the team's narrow victory over the Cincinnati Bengals. Despite his recent trade from the Carolina Panthers Johnson h...,Carolina Panthers,positive,0.075,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Teh_Wildstorm,2024-11-08T18:15:06.000Z,We’ve got our final International game in Munich Germany and it’s a battle of losers (I’m sorry in advance) We’ve got Daniel Jones and the New York Giants vs Bryce Young and the Carolina Panthers Who’ll win in this very disappointing matchup.? #Giants100 #KeepPounding,Carolina Panthers,negative,-0.35568,0.3,{'outcome': 'win'},"{'neg': 0.194, 'neu': 0.738, 'pos': 0.068, 'compound': -0.7178}",0
Ghost Wager,2024-11-08T18:00:19.000Z,Giants Gear Up for Munich Matchup: Key Stats and Players to Watch The New York Giants (2-7) head to Munich Germany for a Week 10 clash with the Carolina Panthers (2-7). Here's a quick rundown of some key stats and players to keep an eye on: Giants Offense: Daniel Jones: Aims,Carolina Panthers,negative,-0.15,0.0,{},"{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.25}",0
Colin McTamany,2024-11-08T16:49:48.000Z,Carolina Panthers (overall decision making) listed as questionable for awhile now,Carolina Panthers,negative,-0.17759999999999998,0.0,{},"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0
The New York Times,2024-11-08T16:46:03.000Z,From : Close to 70 000 NFL enthusiasts will attend the sold-out Allianz Arena in Munich on Sunday to watch the New York Giants and Carolina Panthers play. “It is our little Super Bowl.” Here's how Germany has fallen for American football.,Carolina Panthers,positive,0.42612,0.0,{},"{'neg': 0.049, 'neu': 0.786, 'pos': 0.165, 'compound': 0.7102}",0
Carolina Panthers,2024-11-08T16:44:35.000Z,Mike Jackson speaks to the media.,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers,2024-11-08T16:36:11.000Z,Bryce Young speaks to the media.,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Uncle Paulie,2024-11-08T16:33:35.000Z,Bring the party over to BlueSky guys. It's time to get off this app. I've started an account there to try and gather up all the Carolina Panthers fans and gonna C+P stuff off here onto there until we can get migrated.,Carolina Panthers,positive,0.24113999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4019}",0
Carolina Panthers,2024-11-08T16:30:32.000Z,Jaycee Horn speaks to the media.,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers,2024-11-08T16:18:32.000Z,Chuba Hubbard speaks to the media.,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers,2024-11-08T16:07:39.000Z,Week 10 Friday Injury Report: Ikem Ekwonu and Adam Thielen out,Carolina Panthers,negative,-0.25289999999999996,0.0,{},"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",0
Wayne E Gregoire Jr,2024-11-08T15:04:08.000Z,A look at the Chuba Hubbard Extension with the Carolina Panthers and running back extensions in general. Got a great quote for the piece from . Make sure to follow them,Carolina Panthers,positive,0.45036,0.0,{},"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.7506}",0
QWIKET NFL,2024-11-08T15:03:57.000Z,#nfl #DallasCowboys The Dallas Cowboys made a surprising move at the trade deadline acquiring wide receiver Jonathan Mingo from the Carolina Panthers. Team owner Jerry Jones hinted at this addition which involved sending a fourth-round pick and,Carolina Panthers,positive,0.16391999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.2732}",0
NFL Digest,2024-11-08T14:53:22.000Z,#nfl #DallasCowboys The Dallas Cowboys made a surprising move at the trade deadline acquiring wide receiver Jonathan Mingo from the Carolina Panthers. Team owner Jerry Jones hinted at this addition which involved sending a fourt...,Carolina Panthers,positive,0.16391999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",0
Carolina Panthers On SI,2024-11-08T14:50:04.000Z,Cam Newton knows exactly what NFL fans want to see from their quarterback,Carolina Panthers,neutral,0.04632,0.0,{},"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}",0
QWIKET NFL,2024-11-08T14:40:04.000Z,#nfl #DallasCowboys Wide receiver Jonathan Mingo received an unexpected call from Dallas Cowboys General Manager Dan Morgan informing him of his trade from the Carolina Panthers. Mingo who was drafted in the second round expressed surprise at the move,Carolina Panthers,positive,0.16391999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2732}",0
NFL Digest,2024-11-08T13:52:42.000Z,#nfl #KeepPounding The Carolina Panthers are the only NFL team without a prime-time game this season with their closest experience being a Sunday morning matchup against the New York Giants in Munich Germany. In a bid to impress the Panther...,Carolina Panthers,positive,0.26424,0.0,{},"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4404}",0
QWIKET NFL,2024-11-08T13:47:05.000Z,#nfl #KeepPounding As the 2024 NFL draft approaches Carolina Panthers great Steve Smith has praised Jalen Coker a young wide receiver from Holy Cross as the top route runner in the draft class. Despite going undrafted Coker has signed with the,Carolina Panthers,positive,0.50652,0.0,{},"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.8442}",0
Carolina Panthers On SI,2024-11-08T13:46:25.000Z,Carolina Panthers unlock slick new uniform combination for game in Germany,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Not Dave Canales,2024-11-08T13:44:48.000Z,I am genuinely excited to watch the Carolina Panthers play football this weekend.,Carolina Panthers,positive,0.35153999999999996,0.0,{},"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",0
Carolina Panthers On SI,2024-11-08T13:32:41.000Z,ex-Panthers receiver Diontae Johnson had a rough debut with the Ravens,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers UK (10-7),2024-11-08T13:30:35.000Z,Flight over to Munich tonight. Who else will be over there? Looking forward to seeing as many of you as I can tomorrow and Sunday! #KeepPounding #Panthers,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
JT,2024-11-08T13:30:11.000Z,2015 Carolina Panthers,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Carolina Panthers On SI,2024-11-08T13:17:17.000Z,ESPN NFL draft analyst has no problem with Panthers extending Chuba Hubbard,Carolina Panthers,positive,0.18534,0.0,{},"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.3089}",0
Carolina Panthers On SI,2024-11-08T13:16:49.000Z,Steve Smith breaks down beautiful route running by Panthers rookie Jalen Coker,Carolina Panthers,positive,0.35964,0.0,{},"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}",0
WBTV News,2024-11-08T11:54:59.000Z,When the Carolina Panthers went wheels up to Germany they did so in luxurious fashion. See more pics in this story,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Charlotte Observer Sports,2024-11-08T11:06:46.000Z,The Carolina Panthers locked up one of their homegrown playmakers on Thursday. The team agreed to a four-year contract with RB Chuba Hubbard. Mike Kaye has some thoughts.,Carolina Panthers,positive,0.16391999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2732}",0
Nathan Osler,2024-11-08T05:04:31.000Z,We go from a great primetime game in the Ravens and Bengals to a Germany game featuring the many talents of the Carolina Panthers and New York Giants at 9am! Football!,Carolina Panthers,positive,0.49584,0.0,{},"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.8264}",0
Carolina Panthers cause depression,2024-11-08T03:41:47.000Z,Great awareness by Tylen Wallace to stay in bounds #CINvsBAL,Carolina Panthers,positive,0.37494,0.0,{},"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0
DaemonStark,2024-11-08T04:20:00.000Z,I’m playing LaMar I have Flowers. 4 mother fucking touchdown passes 290 yards passing and Zay Flowers might as well be on the Carolina Panthers,Carolina Panthers,positive,0.26424,0.0,{},"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.4404}",0
J,2024-11-08T03:03:08.000Z,Diontae Johnson get ready to learn Carolina Panthers again nigga,Carolina Panthers,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0
Patricia Traina,2024-11-08T02:24:10.000Z,ICYMI: New York Giants Week 10: A Look at the Carolina Panthers Defense,Carolina Panthers,positive,0.0768,0.0,{},"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0
Patricia Traina,2024-11-08T02:22:49.000Z,ICYMI: New York Giants Week 10: A Look at the Carolina Panthers Offense,Carolina Panthers,negative,-0.15,0.0,{},"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.25}",0
My Opinion North America,2024-11-08T02:09:07.000Z,After a journey covering thousands of miles through Asia and Europe since Week 2 I'm now taking the train from Czechia to Munich Germany for The Carolina 2nd ever International Game. Fans see there! Me? I'm there for the W Olympic history and ye Schnitzel.,Carolina Panthers,positive,0.075,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Julia,2024-11-08T02:01:46.000Z,For those who don’t understand hockey: the rangers losing to the Sabres is like anyone losing to the Carolina panthers.,Carolina Panthers,negative,-0.24113999999999997,0.0,{},"{'neg': 0.211, 'neu': 0.688, 'pos': 0.101, 'compound': -0.4019}",0
Shawny Boy 420 PanthersFan,2024-11-08T00:45:06.000Z,The Carolina Panthers front office ACED the Chuba Hubbard extension via,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
I Am TuanDon,2024-11-08T00:39:06.000Z,The Carolina Panthers Next QB1 : Cam Ward,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
clarence walthour,2024-11-08T00:36:01.000Z,New Orleans Saints vs. Carolina Panthers | 2024 Week 9 Game Highlights via,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Chris Casey,2024-11-07T23:17:01.000Z,Carolina Panthers have allowed 8 touchdowns to back up RB’s this year #devin #singletary #FantasyFootball,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Em,2024-11-07T23:03:30.000Z,The Chuba Train re-signed with the Panthers. The Carolina Panthers may finally have a competent front office #NFL #NFLTwitter #KeepPounding,Carolina Panthers,positive,0.19091999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0
Dylan,2024-11-07T23:03:05.000Z,The Carolina Panthers are in NEED of a rebuild and it starts with this hire The Carolina Panthers Will Hire Bill Belichick to be their Next General Manager via,Carolina Panthers,neutral,-0.025,-0.1,{'season_negative': 'rebuild'},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Patrick Claybon,2024-11-07T22:41:29.000Z,No team in the NGS Era has seen more carries through Week 9 than the 2024 Carolina Panthers. (315) They've also tied for giving up the most rushing TD's(15) through week 9 in the NGS ERA.,Carolina Panthers,neutral,0.030959999999999998,0.0,{},"{'neg': 0.057, 'neu': 0.881, 'pos': 0.062, 'compound': 0.0516}",0
Rock Hill Herald,2024-11-07T22:40:08.000Z,Amid a career year Carolina Panthers jump early extend top running back Chuba Hubbard,Carolina Panthers,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.3612}",0
Patricia Traina,2024-11-07T22:34:49.000Z,New York Giants Week 10: A Look at the Carolina Panthers Offense,Carolina Panthers,negative,-0.15,0.0,{},"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.25}",0
Vincent Turner,2024-11-07T22:31:42.000Z,Lamar Lathon Linebacker Houston Oilers and Carolina Panthers with Vinc... via #lamarlathon #linebacker #houstonoilers #carolinapanthers #houstoncougars #football #sports,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
WCCB Charlotte's CW,2024-11-07T21:56:51.000Z,Are you getting up early to watch the Carolina Panthers this Sunday? and Bahakel Sports Director discuss the possibility of the Panthers winning two in a row. Tune in,Carolina Panthers,positive,0.31601999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5267}",0
Celeste,2024-11-07T21:56:26.000Z,The Carolina Panthers will be a playoff team in 2026.,Carolina Panthers,positive,0.075,0.3,{'season_positive': 'playoff'},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-07T21:28:39.000Z,#nfl #NYGiants The upcoming matchup between the New York Giants and Carolina Panthers in Munich promises to be a pivotal game for both struggling teams each holding a 2-7 record. The Giants favored by 5 points are looking to break a four-game losing,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.1, 'neu': 0.799, 'pos': 0.1, 'compound': 0.0}",0
Kenneth Everett,2024-11-07T21:22:19.000Z,Well ion wear football jerseys but I’ll get a fat head for my Carolina Panthers bedroom,Carolina Panthers,positive,0.08436,0.0,{},"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.1406}",0
MichaelAlanBrooksJr.,2024-11-07T20:38:45.000Z,REACTION: Carolina Panthers extend Chuba Hubbard via,Carolina Panthers,positive,0.10674,0.0,{},"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.1779}",0
CashFlow Finessto,2024-11-07T20:35:39.000Z,Friendly reminder saints ain’t started having bad injury luck til week 6. Up until then we were 2-3 then in week 9 lots guys came back and still lost to Carolina panthers. I mean what more u need to justify this even fans will make excuses just like Loomis it’s sickening,Carolina Panthers,negative,-0.38136000000000003,-0.3,{'outcome': 'loss'},"{'neg': 0.185, 'neu': 0.68, 'pos': 0.134, 'compound': -0.5106}",0
Fantasy Sports,2024-11-07T20:33:35.000Z,Week 10 Fantasy Football Sleepers: Daniel Jones Jordan Mason Ray-Ray McCloud and More: Quarterbacks Daniel Jones New York Giants We start this off with Danny Dimes. He takes on the Carolina Panthers this week and they have been incapable of…,Carolina Panthers,negative,-0.22907999999999998,0.0,{},"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.3818}",0
Hype League NFL,2024-11-07T20:33:03.000Z,Tommy Tremble 1.0pts (FantasyPros) (2.0 PPA -1.0) A concerning sign for the Carolina Panthers as Tommy Tremble's back issues reared their ugly head at practice on Thursday!,Carolina Panthers,negative,-0.414,0.0,{},"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.69}",0
RUDi,2024-11-07T20:29:44.000Z,Last game of the Internationals Series in Munich: New York Giants #nygiants vs Carolina Panthers #keeppounding #Panthers at Allianz Arena Munich #NYGvsCAR #FCB #FCBayern #NFLUK #NFLMunichGame Preview:,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
CTV Edmonton,2024-11-07T20:10:28.000Z,Local footballer Chuba Hubbard signs 4-year extension with Carolina Panthers,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Rock Hill Herald,2024-11-07T19:40:10.000Z,Bryce Young is starting in Germany. But should the Carolina Panthers commit long term?,Carolina Panthers,positive,0.25289999999999996,0.0,{},"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0
tommy,2024-11-07T19:30:53.000Z,I swear to God when the Carolina Panthers GM inevitably gets fired next year I'm going to apply with a resume that is just 4 years of my Dynasty group chat calling every mistake they made as it happened,Carolina Panthers,negative,-0.37494,0.0,{},"{'neg': 0.163, 'neu': 0.79, 'pos': 0.047, 'compound': -0.6249}",0
Carolina Panthers,2024-11-07T18:43:05.000Z,Week 10 Thursday Injury Report: Three held out before takeoff,Carolina Panthers,negative,-0.25289999999999996,0.0,{},"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0
JustJosh,2024-11-07T18:30:48.000Z,WR set O line set RB set Lets go get defensive help and the Carolina panthers will be a respectable team #Panthers,Carolina Panthers,positive,0.41447999999999996,0.0,{},"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6908}",0
WagerTalkTV,2024-11-07T18:18:47.000Z,New York Giants vs Carolina Panthers Predictions Picks and Best Bets | 2024 NFL Week 10 Bets,Carolina Panthers,positive,0.38214,0.0,{},"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}",0
QWIKET NFL,2024-11-07T18:01:41.000Z,#nfl #KeepPounding The Carolina Panthers have signed running back Chuba Hubbard to a four-year contract extension securing his place with the team until 2028. This comes during a standout season for Hubbard who ranks fifth in the league with 665 rushing,Carolina Panthers,positive,0.19091999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.3182}",0
Travis McEwan,2024-11-07T18:00:22.000Z,A big contract extension for Chuba Hubbard of Sherwood Park. He signs a 4-year deal to stay with the Carolina Panthers. Hubbard played his high school football with the Bev Facey Falcons. #yeg,Carolina Panthers,positive,0.20400000000000001,0.0,{},"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.34}",0
Brotips,2024-11-07T16:55:17.000Z,The Carolina Panthers set their already shaky rebuild back even more on Thursday with a massive new contract to running back Chuba Hubbard. Read more:,Carolina Panthers,negative,-0.16077999999999998,-0.1,{'season_negative': 'rebuild'},"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.2263}",0
Carolina Panthers,2024-11-07T16:53:23.000Z,#Panthers signed LB Jacoby Windmon back to the practice squad and released LB Chandler Wooten from the practice squad.,Carolina Panthers,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Rock Hill Herald,2024-11-07T16:30:13.000Z,Carolina Panthers extend top running back ahead of 2025 Munich game vs. New York Giants,Carolina Panthers,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.3612}",0
